specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
消化,Calculus of bile duct with acute cholecystitis without obstruction,primary_specialty_disease,pantoprazole | metronidazole | lactulose | polyethylene glycol | ceftriaxone,pantoprazole | metronidazole,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | potassium chloride | acetaminophen iv,single_specialty_cooccurrence,pantoprazole(5) | metronidazole(4) | lactulose(3) | polyethylene glycol(3) | ceftriaxone(2),pantoprazole:disease_directed_therapy | metronidazole:disease_directed_therapy | lactulose:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Calculus of bile duct with cholangitis, unspecified, with obstruction",primary_specialty_disease,metronidazole | ciprofloxacin hcl | pantoprazole | ciprofloxacin iv | omeprazole,metronidazole | ciprofloxacin hcl,hydromorphone (dilaudid) | potassium chloride | acetaminophen | heparin | ondansetron,single_specialty_cooccurrence,metronidazole(8) | ciprofloxacin hcl(5) | pantoprazole(4) | ciprofloxacin iv(3) | omeprazole(2),metronidazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | pantoprazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Calculus of bile duct with cholangitis, unspecified, without obstruction",primary_specialty_disease,metronidazole | ceftriaxone | ciprofloxacin iv | ursodiol,metronidazole | ceftriaxone,potassium chloride | vancomycin | ondansetron | acetaminophen | d5 1/2ns,single_specialty_cooccurrence,metronidazole(5) | ceftriaxone(3) | ciprofloxacin iv(2) | ursodiol(2),metronidazole:disease_directed_therapy | ceftriaxone:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ursodiol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Calculus of bile duct with cholecystitis, unspecified, with obstruction",primary_specialty_disease,polyethylene glycol,polyethylene glycol,docusate sodium | acetaminophen iv | d5 1/2ns | senna | acetaminophen,single_specialty_cooccurrence,polyethylene glycol(1),polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Calculus of bile duct with cholecystitis, unspecified, without obstruction",primary_specialty_disease,polyethylene glycol,polyethylene glycol,senna | acetaminophen | bisacodyl | duloxetine dr | enoxaparin (prophylaxis),single_specialty_cooccurrence,polyethylene glycol(1),polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of bile duct with chronic cholecystitis with obstruction,primary_specialty_disease,ciprofloxacin hcl | omeprazole | ciprofloxacin iv | metronidazole (flagyl) | polyethylene glycol,ciprofloxacin hcl | omeprazole,acetaminophen | heparin | ondansetron | morphine sulfate | oxycodone (immediate release),single_specialty_cooccurrence,ciprofloxacin hcl(2) | omeprazole(2) | ciprofloxacin iv(1) | metronidazole (flagyl)(1) | polyethylene glycol(1),ciprofloxacin hcl:disease_directed_therapy | omeprazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | metronidazole (flagyl):disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of bile duct with chronic cholecystitis without obstruction,primary_specialty_disease,ciprofloxacin hcl | metronidazole | omeprazole | polyethylene glycol,ciprofloxacin hcl | metronidazole,acetaminophen | oxycodone (immediate release) | heparin | acetaminophen iv | piperacillin-tazobactam,single_specialty_cooccurrence,ciprofloxacin hcl(1) | metronidazole(1) | omeprazole(1) | polyethylene glycol(1),ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | omeprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of bile duct without cholangitis or cholecystitis with obstruction,primary_specialty_disease,ciprofloxacin hcl | metronidazole | pantoprazole | polyethylene glycol | ciprofloxacin iv,ciprofloxacin hcl | metronidazole,acetaminophen | ondansetron | senna | morphine sulfate | heparin,single_specialty_cooccurrence,ciprofloxacin hcl(20) | metronidazole(8) | pantoprazole(6) | polyethylene glycol(6) | ciprofloxacin iv(5),ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | pantoprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of bile duct without cholangitis or cholecystitis without obstruction,primary_specialty_disease,polyethylene glycol | ciprofloxacin hcl | metronidazole | ciprofloxacin iv | ursodiol,polyethylene glycol | ciprofloxacin hcl,acetaminophen | ondansetron | senna | hydromorphone (dilaudid) | heparin,single_specialty_cooccurrence,polyethylene glycol(11) | ciprofloxacin hcl(8) | metronidazole(8) | ciprofloxacin iv(5) | ursodiol(5),polyethylene glycol:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ursodiol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction,primary_specialty_disease,polyethylene glycol | metronidazole | pantoprazole,polyethylene glycol | metronidazole,potassium chloride | acetaminophen | heparin | oxycodone (immediate release) | senna,single_specialty_cooccurrence,polyethylene glycol(2) | metronidazole(1) | pantoprazole(1),polyethylene glycol:disease_directed_therapy | metronidazole:disease_directed_therapy | pantoprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction,primary_specialty_disease,metronidazole | polyethylene glycol | ciprofloxacin hcl | ceftriaxone | ciprofloxacin iv,metronidazole | polyethylene glycol,oxycodone (immediate release) | acetaminophen | heparin | docusate sodium | hydromorphone (dilaudid),single_specialty_cooccurrence,metronidazole(3) | polyethylene glycol(3) | ciprofloxacin hcl(2) | ceftriaxone(1) | ciprofloxacin iv(1),metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ceftriaxone:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with acute cholecystitis with obstruction,primary_specialty_disease,metronidazole | polyethylene glycol | ciprofloxacin hcl | ciprofloxacin iv | ceftriaxone,metronidazole | polyethylene glycol,acetaminophen | heparin | morphine sulfate | senna | oxycodone (immediate release),single_specialty_cooccurrence,metronidazole(4) | polyethylene glycol(4) | ciprofloxacin hcl(3) | ciprofloxacin iv(2) | ceftriaxone(1),metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with acute cholecystitis without obstruction,primary_specialty_disease,,,oxycodone (immediate release) | acetaminophen | bisacodyl | heparin | loratadine,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
消化,"Calculus of gallbladder and bile duct with cholecystitis, unspecified, with obstruction",primary_specialty_disease,ciprofloxacin hcl,ciprofloxacin hcl,acetaminophen | heparin | 0.9% sodium chloride (mini bag plus) | ampicillin-sulbactam | influenza vaccine quadrivalent,single_specialty_cooccurrence,ciprofloxacin hcl(1),ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Calculus of gallbladder and bile duct with cholecystitis, unspecified, without obstruction",primary_specialty_disease,ciprofloxacin hcl | metronidazole | pantoprazole | polyethylene glycol,ciprofloxacin hcl | metronidazole,oxycodone (immediate release) | potassium chloride | acetaminophen | heparin | ketorolac,single_specialty_cooccurrence,ciprofloxacin hcl(1) | metronidazole(1) | pantoprazole(1) | polyethylene glycol(1),ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | pantoprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction,primary_specialty_disease,ceftriaxone | omeprazole,ceftriaxone | omeprazole,acetaminophen | heparin | ondansetron | oxycodone (immediate release) | senna,single_specialty_cooccurrence,ceftriaxone(1) | omeprazole(1),ceftriaxone:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction,primary_specialty_disease,pantoprazole | polyethylene glycol | ciprofloxacin iv | metronidazole | ciprofloxacin hcl,pantoprazole | polyethylene glycol,oxycodone (immediate release) | acetaminophen | heparin | hydromorphone (dilaudid) | senna,single_specialty_cooccurrence,pantoprazole(5) | polyethylene glycol(4) | ciprofloxacin iv(3) | metronidazole(3) | ciprofloxacin hcl(1),pantoprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | metronidazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct without cholecystitis with obstruction,primary_specialty_disease,ciprofloxacin hcl | polyethylene glycol | pantoprazole | ciprofloxacin iv | lactulose,ciprofloxacin hcl | polyethylene glycol,acetaminophen | morphine sulfate | ondansetron | heparin | oxycodone (immediate release),single_specialty_cooccurrence,ciprofloxacin hcl(7) | polyethylene glycol(5) | pantoprazole(2) | ciprofloxacin iv(1) | lactulose(1),ciprofloxacin hcl:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | pantoprazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | lactulose:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder and bile duct without cholecystitis without obstruction,primary_specialty_disease,polyethylene glycol | metronidazole | pantoprazole | acetylcysteine (iv) | ceftriaxone,polyethylene glycol | metronidazole,acetaminophen | oxycodone (immediate release) | heparin | ondansetron | senna,single_specialty_cooccurrence,polyethylene glycol(6) | metronidazole(4) | pantoprazole(4) | acetylcysteine (iv)(3) | ceftriaxone(3),polyethylene glycol:disease_directed_therapy | metronidazole:disease_directed_therapy | pantoprazole:disease_directed_therapy | acetylcysteine (iv):disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with acute and chronic cholecystitis with obstruction,primary_specialty_disease,metronidazole | lactulose | polyethylene glycol | ciprofloxacin hcl | ciprofloxacin iv,metronidazole | lactulose,acetaminophen | heparin | acetaminophen iv | docusate sodium | hydromorphone (dilaudid),single_specialty_cooccurrence,metronidazole(3) | lactulose(2) | polyethylene glycol(2) | ciprofloxacin hcl(1) | ciprofloxacin iv(1),metronidazole:disease_directed_therapy | lactulose:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with acute and chronic cholecystitis without obstruction,primary_specialty_disease,metronidazole | polyethylene glycol | ceftriaxone | ciprofloxacin iv | omeprazole,metronidazole | polyethylene glycol,acetaminophen | oxycodone (immediate release) | heparin | hydromorphone (dilaudid) | ondansetron,single_specialty_cooccurrence,metronidazole(35) | polyethylene glycol(25) | ceftriaxone(21) | ciprofloxacin iv(13) | omeprazole(9),metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ceftriaxone:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with acute cholecystitis with obstruction,primary_specialty_disease,metronidazole | ciprofloxacin iv | polyethylene glycol | ceftriaxone | ciprofloxacin hcl,metronidazole | ciprofloxacin iv,hydromorphone (dilaudid) | acetaminophen | oxycodone (immediate release) | heparin | ns,single_specialty_cooccurrence,metronidazole(5) | ciprofloxacin iv(4) | polyethylene glycol(4) | ceftriaxone(2) | ciprofloxacin hcl(1),metronidazole:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ceftriaxone:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with acute cholecystitis without obstruction,primary_specialty_disease,metronidazole | polyethylene glycol | ceftriaxone | ciprofloxacin iv | omeprazole,metronidazole | polyethylene glycol,acetaminophen | oxycodone (immediate release) | heparin | hydromorphone (dilaudid) | ondansetron,single_specialty_cooccurrence,metronidazole(37) | polyethylene glycol(27) | ceftriaxone(18) | ciprofloxacin iv(13) | omeprazole(13),metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ceftriaxone:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with chronic cholecystitis with obstruction,primary_specialty_disease,pantoprazole | metronidazole | ciprofloxacin hcl | ciprofloxacin iv | creon 12,pantoprazole | metronidazole,heparin | acetaminophen | hydromorphone | ondansetron | acetaminophen iv,single_specialty_cooccurrence,pantoprazole(6) | metronidazole(2) | ciprofloxacin hcl(1) | ciprofloxacin iv(1) | creon 12(1),pantoprazole:disease_directed_therapy | metronidazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | creon 12:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with chronic cholecystitis without obstruction,primary_specialty_disease,polyethylene glycol | metronidazole | ceftriaxone | omeprazole | pantoprazole,polyethylene glycol | metronidazole,acetaminophen | oxycodone (immediate release) | heparin | ondansetron | potassium chloride,single_specialty_cooccurrence,polyethylene glycol(14) | metronidazole(10) | ceftriaxone(5) | omeprazole(5) | pantoprazole(4),polyethylene glycol:disease_directed_therapy | metronidazole:disease_directed_therapy | ceftriaxone:disease_directed_therapy | omeprazole:disease_directed_therapy | pantoprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder with other cholecystitis without obstruction,primary_specialty_disease,ciprofloxacin hcl | metronidazole | polyethylene glycol,ciprofloxacin hcl | metronidazole,hydromorphone (dilaudid) | ondansetron | d5ns | potassium chl 40 meq / 1000 ml ns | acetaminophen,single_specialty_cooccurrence,ciprofloxacin hcl(2) | metronidazole(1) | polyethylene glycol(1),ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Calculus of gallbladder without cholecystitis with obstruction,primary_specialty_disease,,,acetaminophen | artificial tears | bisacodyl | calcium carbonate | cyanocobalamin,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
消化,Calculus of gallbladder without cholecystitis without obstruction,primary_specialty_disease,polyethylene glycol | pantoprazole | lactulose | ciprofloxacin iv | ciprofloxacin hcl,polyethylene glycol | pantoprazole,acetaminophen | heparin | ondansetron | oxycodone (immediate release) | influenza vaccine quadrivalent,single_specialty_cooccurrence,polyethylene glycol(14) | pantoprazole(11) | lactulose(8) | ciprofloxacin iv(7) | ciprofloxacin hcl(6),polyethylene glycol:disease_directed_therapy | pantoprazole:disease_directed_therapy | lactulose:disease_directed_therapy | ciprofloxacin iv:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Celiac disease,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Cellulitis and abscess of mouth,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Chickenpox with other specified complications,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Cholangitis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,"Cholecystitis, unspecified",primary_specialty_disease,acetylcysteine (iv) | metronidazole | ciprofloxacin hcl | hydrocortisone (rectal) 2.5% cream | omeprazole,acetylcysteine (iv) | metronidazole,lorazepam | ondansetron | heparin | thiamine | 0.9% sodium chloride (mini bag plus),single_specialty_cooccurrence,acetylcysteine (iv)(3) | metronidazole(2) | ciprofloxacin hcl(1) | hydrocortisone (rectal) 2.5% cream(1) | omeprazole(1),acetylcysteine (iv):disease_directed_therapy | metronidazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | hydrocortisone (rectal) 2.5% cream:disease_directed_therapy | omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Choleperitonitis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Cholesterolosis of gallbladder,primary_specialty_disease,pantoprazole | ceftriaxone | metronidazole | polyethylene glycol,pantoprazole | ceftriaxone,hydromorphone (dilaudid) | acetaminophen | acetaminophen iv | heparin | lorazepam,single_specialty_cooccurrence,pantoprazole(2) | ceftriaxone(1) | metronidazole(1) | polyethylene glycol(1),pantoprazole:disease_directed_therapy | ceftriaxone:disease_directed_therapy | metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic anal fissure,primary_specialty_disease,metronidazole | polyethylene glycol,metronidazole | polyethylene glycol,oxycodone (immediate release) | acetaminophen | acetaminophen iv | ketorolac | cefepime,single_specialty_cooccurrence,metronidazole(1) | polyethylene glycol(1),metronidazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic apical periodontitis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Chronic atrophic gastritis without bleeding,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Chronic cholecystitis,primary_specialty_disease,pantoprazole | ciprofloxacin hcl | metronidazole | omeprazole | polyethylene glycol,pantoprazole | ciprofloxacin hcl,acetaminophen | oxycodone (immediate release) | heparin | acetaminophen iv | hydromorphone (dilaudid),single_specialty_cooccurrence,pantoprazole(3) | ciprofloxacin hcl(2) | metronidazole(2) | omeprazole(2) | polyethylene glycol(2),pantoprazole:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy | metronidazole:disease_directed_therapy | omeprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic duodenal ulcer without hemorrhage or perforation,primary_specialty_disease,pantoprazole,pantoprazole,potassium chloride replacement (critical care and oncology) | calcium gluconate | lorazepam | acetaminophen | dextrose 5%,single_specialty_cooccurrence,pantoprazole(2),pantoprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic gastric ulcer without hemorrhage or perforation,primary_specialty_disease,pantoprazole | omeprazole | polyethylene glycol,pantoprazole | omeprazole,hydromorphone | acetaminophen | aspirin | bisacodyl | blue cadd cassette,single_specialty_cooccurrence,pantoprazole(3) | omeprazole(1) | polyethylene glycol(1),pantoprazole:disease_directed_therapy | omeprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic gastrojejunal ulcer without hemorrhage or perforation,primary_specialty_disease,omeprazole,omeprazole,hydromorphone (dilaudid) | oxycodone (immediate release) | acetaminophen | albuterol 0.083% neb soln | diphenhydramine,single_specialty_cooccurrence,omeprazole(1),omeprazole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,"Chronic gingivitis, plaque induced",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
消化,Chronic hepatic failure without coma,primary_specialty_disease,,,lorazepam | hydromorphone | hydromorphone (dilaudid) | acetaminophen | artificial tears preserv. free,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
消化,Chronic or unspecified duodenal ulcer with hemorrhage,primary_specialty_disease,methylprednisolone sodium succ | pantoprazole | esomeprazole sodium | polyethylene glycol | ciprofloxacin hcl,methylprednisolone sodium succ | pantoprazole,furosemide | tacrolimus | prednisone | potassium chloride | defibrotide *nf*,single_specialty_cooccurrence,methylprednisolone sodium succ(28) | pantoprazole(15) | esomeprazole sodium(5) | polyethylene glycol(3) | ciprofloxacin hcl(2),methylprednisolone sodium succ:disease_directed_therapy | pantoprazole:disease_directed_therapy | esomeprazole sodium:disease_directed_therapy | polyethylene glycol:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic or unspecified duodenal ulcer with perforation,primary_specialty_disease,pantoprazole | polyethylene glycol,pantoprazole | polyethylene glycol,piperacillin-tazobactam | potassium chloride | acetaminophen iv | amoxicillin-clavulanic acid | bisacodyl,single_specialty_cooccurrence,pantoprazole(2) | polyethylene glycol(1),pantoprazole:disease_directed_therapy | polyethylene glycol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
消化,Chronic or unspecified gastric ulcer with hemorrhage,primary_specialty_disease,methylprednisolone sodium succ | pantoprazole | omeprazole | esomeprazole sodium | ciprofloxacin hcl,methylprednisolone sodium succ | pantoprazole,furosemide | tacrolimus | prednisone | acetaminophen | ondansetron,single_specialty_cooccurrence,methylprednisolone sodium succ(28) | pantoprazole(25) | omeprazole(7) | esomeprazole sodium(4) | ciprofloxacin hcl(2),methylprednisolone sodium succ:disease_directed_therapy | pantoprazole:disease_directed_therapy | omeprazole:disease_directed_therapy | esomeprazole sodium:disease_directed_therapy | ciprofloxacin hcl:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
