specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
神经,"Disorder of trigeminal nerve, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Disorders of hypoglossal nerve,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Disorders of multiple cranial nerves,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Disorders of olfactory nerve,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Disorders of other specified cranial nerves,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Drug induced acute dystonia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Drug induced akathisia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Drug induced subacute dyskinesia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Drug-induced headache, not elsewhere classified, not intractable",primary_specialty_disease,levetiracetam,levetiracetam,acetaminophen | diphenhydramine | sertraline | lorazepam | oxycodone (immediate release),single_specialty_cooccurrence,levetiracetam(1),levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Drug-induced polyneuropathy,primary_specialty_disease,gabapentin | baclofen | levetiracetam,gabapentin | baclofen,lorazepam | ondansetron | acetaminophen | heparin flush (10 units/ml) | senna,single_specialty_cooccurrence,gabapentin(3) | baclofen(1) | levetiracetam(1),gabapentin:disease_directed_therapy | baclofen:disease_directed_therapy | levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Drug-induced tremor,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Dural tear,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Dystonia, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Encephalitis and encephalomyelitis, unspecified",primary_specialty_disease,lacosamide | levetiracetam,lacosamide | levetiracetam,dexamethasone | acetaminophen | insulin | heparin | iso-osmotic sodium chloride,single_specialty_cooccurrence,lacosamide(3) | levetiracetam(3),lacosamide:disease_directed_therapy | levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Encephalopathy, unspecified",primary_specialty_disease,levetiracetam | lacosamide | fosphenytoin | topiramate (topamax) | amantadine,levetiracetam | lacosamide,lorazepam | dexamethasone | acetaminophen | heparin | senna,single_specialty_cooccurrence,levetiracetam(34) | lacosamide(17) | fosphenytoin(12) | topiramate (topamax)(11) | amantadine(7),levetiracetam:disease_directed_therapy | lacosamide:disease_directed_therapy | fosphenytoin:disease_directed_therapy | topiramate (topamax):disease_directed_therapy | amantadine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Epilepsy, unspecified, intractable, without status epilepticus",primary_specialty_disease,zonisamide | lacosamide | levetiracetam | oxcarbazepine | phenytoin sodium extended,zonisamide | lacosamide,potassium chloride | acetaminophen | lorazepam | docusate sodium | heparin,single_specialty_cooccurrence,zonisamide(33) | lacosamide(22) | levetiracetam(22) | oxcarbazepine(21) | phenytoin sodium extended(14),zonisamide:disease_directed_therapy | lacosamide:disease_directed_therapy | levetiracetam:disease_directed_therapy | oxcarbazepine:disease_directed_therapy | phenytoin sodium extended:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Epilepsy, unspecified, not intractable, with status epilepticus",primary_specialty_disease,levetiracetam | gabapentin | phenytoin sodium (iv) | diazepam | lacosamide,levetiracetam | gabapentin,potassium chloride | potassium chloride replacement (critical care and oncology) | docusate sodium | magnesium sulfate | propofol,single_specialty_cooccurrence,levetiracetam(9) | gabapentin(3) | phenytoin sodium (iv)(2) | diazepam(1) | lacosamide(1),levetiracetam:disease_directed_therapy | gabapentin:disease_directed_therapy | phenytoin sodium (iv):disease_directed_therapy | diazepam:disease_directed_therapy | lacosamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Epilepsy, unspecified, not intractable, without status epilepticus",primary_specialty_disease,levetiracetam | lamotrigine | lacosamide | gabapentin | oxcarbazepine,levetiracetam | lamotrigine,acetaminophen | oxycodone (immediate release) | lorazepam | docusate sodium | senna,single_specialty_cooccurrence,levetiracetam(227) | lamotrigine(135) | lacosamide(92) | gabapentin(82) | oxcarbazepine(45),levetiracetam:disease_directed_therapy | lamotrigine:disease_directed_therapy | lacosamide:disease_directed_therapy | gabapentin:disease_directed_therapy | oxcarbazepine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Epileptic seizures related to external causes, not intractable, without status epilepticus",primary_specialty_disease,diazepam | lamotrigine | gabapentin | lacosamide | levetiracetam,diazepam | lamotrigine,acetaminophen | lorazepam | potassium chloride | clonidine | heparin,single_specialty_cooccurrence,diazepam(13) | lamotrigine(6) | gabapentin(5) | lacosamide(5) | levetiracetam(3),diazepam:disease_directed_therapy | lamotrigine:disease_directed_therapy | gabapentin:disease_directed_therapy | lacosamide:disease_directed_therapy | levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Essential tremor,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Extradural and subdural abscess, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Extrapyramidal and movement disorder, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Familial dysautonomia [Riley-Day],cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",primary_specialty_disease,levetiracetam | topiramate (topamax) | lamotrigine,levetiracetam | topiramate (topamax),potassium chloride replacement (critical care and oncology) | bisacodyl | heparin | influenza vaccine quadrivalent | acetaminophen,single_specialty_cooccurrence,levetiracetam(6) | topiramate (topamax)(4) | lamotrigine(2),levetiracetam:disease_directed_therapy | topiramate (topamax):disease_directed_therapy | lamotrigine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",primary_specialty_disease,lacosamide | lamotrigine | clobazam | pregabalin | zonisamide,lacosamide | lamotrigine,lorazepam | brivaracetam | acetaminophen | felbamate | heparin,single_specialty_cooccurrence,lacosamide(10) | lamotrigine(6) | clobazam(3) | pregabalin(1) | zonisamide(1),lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | clobazam:disease_directed_therapy | pregabalin:disease_directed_therapy | zonisamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",primary_specialty_disease,levetiracetam | zonisamide | lacosamide | lamotrigine | topiramate (topamax),levetiracetam | zonisamide,divalproex (extended release) | acetaminophen | docusate sodium | heparin | lorazepam,single_specialty_cooccurrence,levetiracetam(3) | zonisamide(3) | lacosamide(2) | lamotrigine(2) | topiramate (topamax)(2),levetiracetam:disease_directed_therapy | zonisamide:disease_directed_therapy | lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | topiramate (topamax):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Genetic torsion dystonia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Guillain-Barre syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Hemicrania continua,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Hemiplegia, unspecified affecting left dominant side",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Hemiplegia, unspecified affecting left nondominant side",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Hemiplegia, unspecified affecting right dominant side",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Hemiplegic migraine, not intractable, without status migrainosus",primary_specialty_disease,gabapentin | levetiracetam,gabapentin | levetiracetam,acetaminophen | trazodone | heparin | warfarin | aspirin,single_specialty_cooccurrence,gabapentin(1) | levetiracetam(1),gabapentin:disease_directed_therapy | levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Hereditary and idiopathic neuropathy, unspecified",primary_specialty_disease,gabapentin | pregabalin | ropinirole,gabapentin | pregabalin,acetaminophen | senna | tramadol | warfarin | methadone,single_specialty_cooccurrence,gabapentin(2) | pregabalin(1) | ropinirole(1),gabapentin:disease_directed_therapy | pregabalin:disease_directed_therapy | ropinirole:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Hereditary ataxia, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Hereditary motor and sensory neuropathy,primary_specialty_disease,levetiracetam | topiramate (topamax) | pregabalin,levetiracetam | topiramate (topamax),docusate sodium | senna | acetaminophen | divalproex (extended release) | heparin,single_specialty_cooccurrence,levetiracetam(2) | topiramate (topamax)(2) | pregabalin(1),levetiracetam:disease_directed_therapy | topiramate (topamax):disease_directed_therapy | pregabalin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Horner's syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Huntington's disease,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Hydrocephalus in diseases classified elsewhere,primary_specialty_disease,levetiracetam | zonisamide | diazepam,levetiracetam | zonisamide,dexamethasone | acetaminophen | bisacodyl | docusate sodium | ondansetron,single_specialty_cooccurrence,levetiracetam(4) | zonisamide(3) | diazepam(1),levetiracetam:disease_directed_therapy | zonisamide:disease_directed_therapy | diazepam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Hydrocephalus, unspecified",primary_specialty_disease,levetiracetam | diazepam | gabapentin | pregabalin | amantadine syrup,levetiracetam | diazepam,dexamethasone | acetaminophen | oxycodone (immediate release) | heparin | hydralazine,single_specialty_cooccurrence,levetiracetam(12) | diazepam(3) | gabapentin(2) | pregabalin(2) | amantadine syrup(1),levetiracetam:disease_directed_therapy | diazepam:disease_directed_therapy | gabapentin:disease_directed_therapy | pregabalin:disease_directed_therapy | amantadine syrup:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Hypersomnia, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Idiopathic hypersomnia without long sleep time,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Idiopathic orofacial dystonia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Insomnia due to medical condition,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Insomnia, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Intracranial abscess and granuloma,primary_specialty_disease,levetiracetam | gabapentin | diazepam,levetiracetam | gabapentin,dexamethasone | acetaminophen | vancomycin | heparin | bisacodyl,single_specialty_cooccurrence,levetiracetam(13) | gabapentin(3) | diazepam(1),levetiracetam:disease_directed_therapy | gabapentin:disease_directed_therapy | diazepam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Intracranial and intraspinal phlebitis and thrombophlebitis,primary_specialty_disease,levetiracetam | gabapentin | diazepam,levetiracetam | gabapentin,acetaminophen | warfarin | bisacodyl | oxycodone (immediate release) | dexamethasone,single_specialty_cooccurrence,levetiracetam(11) | gabapentin(5) | diazepam(2),levetiracetam:disease_directed_therapy | gabapentin:disease_directed_therapy | diazepam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Intracranial hypotension, unspecified",primary_specialty_disease,,,acetaminophen | heparin | senna,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
神经,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating other procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,Intraspinal abscess and granuloma,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Juvenile myoclonic epilepsy, intractable, without status epilepticus",primary_specialty_disease,clobazam,clobazam,acetaminophen | senna | brivaracetam | heparin | lorazepam,single_specialty_cooccurrence,clobazam(6),clobazam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Juvenile myoclonic epilepsy, not intractable, without status epilepticus",primary_specialty_disease,zonisamide | lacosamide | lamotrigine | gabapentin | clobazam,zonisamide | lacosamide,acetaminophen | lamictal xr | heparin | lorazepam | docusate sodium,single_specialty_cooccurrence,zonisamide(7) | lacosamide(4) | lamotrigine(4) | gabapentin(2) | clobazam(1),zonisamide:disease_directed_therapy | lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | gabapentin:disease_directed_therapy | clobazam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,Late effects of intracranial abscess or pyogenic infection,primary_specialty_disease,pregabalin | lacosamide | phenytoin sodium extended | levetiracetam | clobazam,pregabalin | lacosamide,lorazepam | acetaminophen | heparin | docusate sodium | oxycodone (immediate release),single_specialty_cooccurrence,pregabalin(24) | lacosamide(22) | phenytoin sodium extended(21) | levetiracetam(19) | clobazam(15),pregabalin:disease_directed_therapy | lacosamide:disease_directed_therapy | phenytoin sodium extended:disease_directed_therapy | levetiracetam:disease_directed_therapy | clobazam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Lennox-Gastaut syndrome, intractable, without status epilepticus",primary_specialty_disease,levetiracetam | clobazam | diazepam | zonisamide | lacosamide,levetiracetam | clobazam,risperidone | heparin | senna | bacitracin ointment | benztropine mesylate,single_specialty_cooccurrence,levetiracetam(3) | clobazam(2) | diazepam(2) | zonisamide(2) | lacosamide(1),levetiracetam:disease_directed_therapy | clobazam:disease_directed_therapy | diazepam:disease_directed_therapy | zonisamide:disease_directed_therapy | lacosamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Lennox-Gastaut syndrome, not intractable, without status epilepticus",primary_specialty_disease,clobazam | lamotrigine,clobazam | lamotrigine,lorazepam | acetaminophen | potassium chloride | sw | flumazenil,single_specialty_cooccurrence,clobazam(4) | lamotrigine(3),clobazam:disease_directed_therapy | lamotrigine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Lesion of femoral nerve, left lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of femoral nerve, right lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of lateral popliteal nerve, right lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of lateral popliteal nerve, unspecified lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of medial popliteal nerve, left lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of radial nerve, left upper limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of radial nerve, right upper limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of sciatic nerve, left lower limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of ulnar nerve, left upper limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of ulnar nerve, right upper limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Lesion of ulnar nerve, unspecified upper limb",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
神经,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus",primary_specialty_disease,clobazam,clobazam,lamictal xr | heparin | ibuprofen | lorazepam | nicotine patch,single_specialty_cooccurrence,clobazam(4),clobazam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",primary_specialty_disease,levetiracetam,levetiracetam,acetaminophen | docusate sodium | heparin | influenza vaccine quadrivalent | lorazepam,single_specialty_cooccurrence,levetiracetam(1),levetiracetam:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus",primary_specialty_disease,lamotrigine | levetiracetam | lacosamide | zonisamide,lamotrigine | levetiracetam,potassium chloride replacement (critical care and oncology) | potassium chloride | calcium gluconate | heparin | sterile water,single_specialty_cooccurrence,lamotrigine(9) | levetiracetam(5) | lacosamide(1) | zonisamide(1),lamotrigine:disease_directed_therapy | levetiracetam:disease_directed_therapy | lacosamide:disease_directed_therapy | zonisamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus",primary_specialty_disease,lacosamide | lamotrigine | clobazam | oxcarbazepine | zonisamide,lacosamide | lamotrigine,lorazepam | heparin | acetaminophen | haloperidol | docusate sodium,single_specialty_cooccurrence,lacosamide(50) | lamotrigine(27) | clobazam(22) | oxcarbazepine(15) | zonisamide(15),lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | clobazam:disease_directed_therapy | oxcarbazepine:disease_directed_therapy | zonisamide:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
神经,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus",primary_specialty_disease,levetiracetam | midazolam | lacosamide | lamotrigine | oxcarbazepine,levetiracetam | midazolam,acetaminophen | d5ns | heparin | potassium chloride | sterile water,single_specialty_cooccurrence,levetiracetam(2) | midazolam(2) | lacosamide(1) | lamotrigine(1) | oxcarbazepine(1),levetiracetam:disease_directed_therapy | midazolam:disease_directed_therapy | lacosamide:disease_directed_therapy | lamotrigine:disease_directed_therapy | oxcarbazepine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
