specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
肾内/泌尿,Hydroureter,primary_specialty_disease,lidocaine jelly 2% (urojet) | calcium carbonate | ceftriaxone | neutra-phos,lidocaine jelly 2% (urojet) | calcium carbonate,hydromorphone (dilaudid) | ondansetron | lorazepam | acetaminophen | diphenhydramine,single_specialty_cooccurrence,lidocaine jelly 2% (urojet)(2) | calcium carbonate(1) | ceftriaxone(1) | neutra-phos(1),lidocaine jelly 2% (urojet):disease_directed_therapy | calcium carbonate:disease_directed_therapy | ceftriaxone:risk_modifying_therapy | neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Hypermobility of urethra,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Induration penis plastica,primary_specialty_disease,,,potassium chloride | heparin | magnesium oxide | acyclovir | desonide 0.05% cream,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Infected hydrocele,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Inflammatory disease of prostate, unspecified",primary_specialty_disease,calcitriol | ceftriaxone | tramadol,calcitriol | ceftriaxone,acetaminophen | oxycodone (immediate release) | cefepime | vitamin d | d5 1/2ns,single_specialty_cooccurrence,calcitriol(1) | ceftriaxone(1) | tramadol(1),calcitriol:disease_directed_therapy | ceftriaxone:risk_modifying_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Inflammatory disorders of other specified male genital organs,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Inflammatory disorders of scrotum,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Inflammatory disorders of seminal vesicle,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Interstitial cystitis (chronic) without hematuria,primary_specialty_disease,,,hydromorphone (dilaudid) | lorazepam | docusate sodium | oxycodone (immediate release) | prochlorperazine,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating a genitourinary system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Irradiation cystitis with hematuria,primary_specialty_disease,tramadol | lidocaine jelly 2% (glydo),tramadol | lidocaine jelly 2% (glydo),senna | acetaminophen | docusate sodium | potassium chloride | alum potassium,single_specialty_cooccurrence,tramadol(4) | lidocaine jelly 2% (glydo)(3),tramadol:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Ischemia and infarction of kidney,primary_specialty_disease,tramadol,tramadol,heparin sodium | acetaminophen | heparin | oxycodone (immediate release) | senna,single_specialty_cooccurrence,tramadol(1),tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Left testicular pain,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Male erectile dysfunction, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Malfunction of incontinent external stoma of urinary tract,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Mastitis without abscess,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Mastodynia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Megaloureter,primary_specialty_disease,,,acetaminophen | docusate sodium | heparin | ketorolac | senna,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Menopausal and female climacteric states,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Mixed incontinence,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Nephrogenic diabetes insipidus,primary_specialty_disease,tamsulosin,tamsulosin,potassium chloride | magnesium sulfate | oxycodone (immediate release) | potassium chloride replacement (critical care and oncology) | sterile water,single_specialty_cooccurrence,tamsulosin(1),tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Nephropathy induced by other drugs, medicaments and biological substances",primary_specialty_disease,,,amoxicillin-clavulanic acid | acetaminophen | bupropion xl (once daily) | cephalexin | clindamycin,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Nephrotic syndrome with unspecified morphologic changes,primary_specialty_disease,calcium carbonate | furosemide,calcium carbonate | furosemide,hydromorphone (dilaudid) | acetaminophen | oxycodone (immediate release) | prednisone | senna,single_specialty_cooccurrence,calcium carbonate(1) | furosemide(1),calcium carbonate:disease_directed_therapy | furosemide:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Neuromuscular dysfunction of bladder, unspecified",primary_specialty_disease,calcium carbonate | ceftriaxone | lidocaine jelly 2% (glydo) | tamsulosin,calcium carbonate | ceftriaxone,acetaminophen | hydromorphone (dilaudid) | bisacodyl | docusate sodium | senna,single_specialty_cooccurrence,calcium carbonate(1) | ceftriaxone(1) | lidocaine jelly 2% (glydo)(1) | tamsulosin(1),calcium carbonate:disease_directed_therapy | ceftriaxone:risk_modifying_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Nocturnal enuresis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Noninflammatory disorder of vagina, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Obstructive and reflux uropathy, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Oophoritis, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Orchitis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other acute kidney failure,primary_specialty_disease,calcium carbonate | ceftriaxone | gentamicin sulfate,calcium carbonate | ceftriaxone,acetaminophen | influenza vaccine quadrivalent | docusate sodium | ketorolac | naloxone,single_specialty_cooccurrence,calcium carbonate(1) | ceftriaxone(1) | gentamicin sulfate(1),calcium carbonate:disease_directed_therapy | ceftriaxone:risk_modifying_therapy | gentamicin sulfate:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other bacterial food poisoning,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other chronic cystitis without hematuria,primary_specialty_disease,calcium carbonate | furosemide,calcium carbonate | furosemide,bisacodyl | enoxaparin (prophylaxis) | ondansetron odt | acetaminophen | albuterol inhaler,single_specialty_cooccurrence,calcium carbonate(1) | furosemide(1),calcium carbonate:disease_directed_therapy | furosemide:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other chronic tubulo-interstitial nephritis,primary_specialty_disease,ceftriaxone,ceftriaxone,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | docusate sodium | heparin,single_specialty_cooccurrence,ceftriaxone(1),ceftriaxone:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other complication of incontinent external stoma of urinary tract,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other cystitis without hematuria,primary_specialty_disease,ceftriaxone | tamsulosin | tramadol,ceftriaxone | tamsulosin,acetaminophen | influenza vaccine quadrivalent | oxycodone (immediate release) | ampicillin sodium | belladonna & opium (16.2/30mg),single_specialty_cooccurrence,ceftriaxone(1) | tamsulosin(1) | tramadol(1),ceftriaxone:risk_modifying_therapy | tamsulosin:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other cystostomy complication,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other disorders resulting from impaired renal tubular function,primary_specialty_disease,amiloride | calcium carbonate,amiloride | calcium carbonate,potassium chloride | magnesium oxide | acetaminophen | ampicillin sodium | dermoplast spray,single_specialty_cooccurrence,amiloride(1) | calcium carbonate(1),amiloride:disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other female urinary-genital tract fistulae,primary_specialty_disease,gentamicin sulfate,gentamicin sulfate,acetaminophen | docusate sodium | senna | acetaminophen w/codeine | acetaminophen w/codeine elixir,single_specialty_cooccurrence,gentamicin sulfate(1),gentamicin sulfate:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other hydrocele,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other hydronephrosis,primary_specialty_disease,calcium carbonate | furosemide,calcium carbonate | furosemide,potassium chloride | ondansetron | potassium chloride replacement (critical care and oncology) | sterile water | lorazepam,single_specialty_cooccurrence,calcium carbonate(2) | furosemide(2),calcium carbonate:disease_directed_therapy | furosemide:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other inflammatory disorders of penis,primary_specialty_disease,tramadol | calcium carbonate,tramadol | calcium carbonate,acetaminophen | hydromorphone (dilaudid) | potassium chloride replacement (critical care and oncology) | vancomycin | morphine sulfate,single_specialty_cooccurrence,tramadol(3) | calcium carbonate(1),tramadol:disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other intraoperative complications of genitourinary system,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other neuromuscular dysfunction of bladder,primary_specialty_disease,neutra-phos,neutra-phos,0.9% sodium chloride (mini bag plus) | meropenem | acetaminophen | potassium chloride replacement (critical care and oncology) | bisacodyl,single_specialty_cooccurrence,neutra-phos(2),neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other obstructive and reflux uropathy,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other postprocedural complications and disorders of genitourinary system,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other priapism,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other specified disorders of bladder,primary_specialty_disease,lidocaine jelly 2% (glydo) | calcium carbonate | tramadol | tamsulosin | neutra-phos,lidocaine jelly 2% (glydo) | calcium carbonate,acetaminophen | docusate sodium | oxycodone (immediate release) | ondansetron | senna,single_specialty_cooccurrence,lidocaine jelly 2% (glydo)(8) | calcium carbonate(6) | tramadol(6) | tamsulosin(5) | neutra-phos(3),lidocaine jelly 2% (glydo):disease_directed_therapy | calcium carbonate:disease_directed_therapy | tramadol:disease_directed_therapy | tamsulosin:disease_directed_therapy | neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other specified disorders of kidney and ureter,primary_specialty_disease,ceftriaxone | calcium carbonate | tamsulosin | gentamicin sulfate | tramadol,ceftriaxone | calcium carbonate,acetaminophen | docusate sodium | ondansetron | senna | oxycodone (immediate release),single_specialty_cooccurrence,ceftriaxone(7) | calcium carbonate(6) | tamsulosin(6) | gentamicin sulfate(4) | tramadol(3),ceftriaxone:risk_modifying_therapy | calcium carbonate:disease_directed_therapy | tamsulosin:disease_directed_therapy | gentamicin sulfate:risk_modifying_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other specified disorders of male genital organs,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other specified disorders of penis,primary_specialty_disease,,,hydromorphone (dilaudid) | diphenhydramine | acetaminophen | folic acid | heparin,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Other specified disorders of prostate,primary_specialty_disease,neutra-phos | tramadol,neutra-phos | tramadol,acetaminophen | amoxicillin-pot clavulanate | brimonidine tartrate 0.15% ophth. | dextrose 50% | dorzolamide 2% ophth. soln.,single_specialty_cooccurrence,neutra-phos(1) | tramadol(1),neutra-phos:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other specified disorders of the male genital organs,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other specified disorders of urethra,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other specified disorders of urinary system,primary_specialty_disease,gentamicin sulfate | calcium carbonate,gentamicin sulfate | calcium carbonate,clindamycin | vancomycin | naloxone | betamethasone dipro 0.05% cream | diphenhydramine,single_specialty_cooccurrence,gentamicin sulfate(3) | calcium carbonate(1),gentamicin sulfate:risk_modifying_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Other specified noninflammatory disorders of vagina,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Other urethral stricture, male, meatal",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Other urethral stricture, male, unspecified site",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Other urethritis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Overactive bladder,primary_specialty_disease,tamsulosin | tramadol,tamsulosin | tramadol,potassium chloride | senna | dexamethasone | potassium chloride replacement (critical care and oncology) | docusate sodium,single_specialty_cooccurrence,tamsulosin(1) | tramadol(1),tamsulosin:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Phimosis,primary_specialty_disease,,,hydromorphone (dilaudid) | acetaminophen | ketorolac | vancomycin | ampicillin-sulbactam,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Polyp of corpus uteri,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Polyp of vagina,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Post-void dribbling,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postcoital and contact bleeding,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postmenopausal bleeding,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postprocedural (acute) (chronic) kidney failure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postprocedural hematoma of a genitourinary system organ or structure following a genitourinary system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postprocedural hemorrhage of a genitourinary system organ or structure following a genitourinary system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Postprocedural seroma of a genitourinary system organ or structure following a genitourinary system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Priapism, drug-induced",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Priapism, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Prostatic intraepithelial neoplasia,primary_specialty_disease,,,acetaminophen | heparin | bacitracin ointment | docusate sodium | ketorolac,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Pyonephrosis,primary_specialty_disease,ceftriaxone | tamsulosin | lidocaine jelly 2% (glydo) | furosemide | neutra-phos,ceftriaxone | tamsulosin,acetaminophen | heparin | ondansetron | hydromorphone (dilaudid) | senna,single_specialty_cooccurrence,ceftriaxone(35) | tamsulosin(25) | lidocaine jelly 2% (glydo)(5) | furosemide(2) | neutra-phos(2),ceftriaxone:risk_modifying_therapy | tamsulosin:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | furosemide:risk_modifying_therapy | neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Rapidly progressive nephritic syndrome with unspecified morphologic changes,primary_specialty_disease,labetalol,labetalol,amlodipine | heparin | influenza vaccine quadrivalent | methylprednisolone na suc | tuberculin protein,single_specialty_cooccurrence,labetalol(1),labetalol:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Rectocele,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Recurrent and persistent hematuria with other morphologic changes,primary_specialty_disease,calcium carbonate | labetalol | nifedipine (extended release) | tamsulosin,calcium carbonate | labetalol,potassium chloride replacement (critical care and oncology) | calcium gluconate | heparin | iso-osmotic sodium chloride | senna,single_specialty_cooccurrence,calcium carbonate(3) | labetalol(3) | nifedipine (extended release)(2) | tamsulosin(1),calcium carbonate:disease_directed_therapy | labetalol:risk_modifying_therapy | nifedipine (extended release):disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Recurrent pregnancy loss,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
